"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"18/08/2019","23,198.0","23,214.0","23,214.0","23,194.0","","-0.06%"
"11/08/2019","23,211.0","23,200.0","23,215.0","23,195.0","","0.03%"
"04/08/2019","23,204.0","23,229.0","23,285.0","23,197.0","","-0.05%"
"28/07/2019","23,215.0","23,210.0","23,232.0","23,197.0","","0.04%"
"21/07/2019","23,205.0","23,214.0","23,242.0","23,200.0","","-0.17%"
"14/07/2019","23,244.0","23,197.0","23,246.0","23,180.0","","0.19%"
"07/07/2019","23,200.0","23,239.0","23,250.0","23,190.0","","-0.15%"
"30/06/2019","23,235.0","23,315.0","23,315.0","23,214.0","","-0.28%"
"23/06/2019","23,300.0","23,290.0","23,330.0","23,275.0","","0.09%"
"16/06/2019","23,280.0","23,323.0","23,350.0","23,280.0","","-0.21%"
"09/06/2019","23,330.0","23,392.0","23,418.0","23,309.0","","-0.28%"
"02/06/2019","23,395.0","23,414.0","23,418.0","23,386.0","","-0.06%"
"26/05/2019","23,410.0","23,395.0","23,420.0","23,380.0","","0.13%"
"19/05/2019","23,380.0","23,400.0","23,425.0","23,370.0","","-0.03%"
"12/05/2019","23,388.0","23,300.0","23,400.0","23,275.0","","0.18%"
"05/05/2019","23,345.0","23,265.0","23,410.0","23,265.0","","0.41%"
"28/04/2019","23,249.0","23,265.0","23,270.0","23,251.5","","-0.15%"
"21/04/2019","23,285.0","23,206.0","23,291.0","23,206.0","","0.32%"
"14/04/2019","23,210.0","23,199.5","23,213.0","23,196.0","","0.05%"
"07/04/2019","23,199.0","23,197.0","23,203.0","23,195.0","","0.00%"
"31/03/2019","23,199.0","23,197.0","23,206.0","23,187.0","","-0.02%"
"24/03/2019","23,203.0","23,201.0","23,204.0","23,195.5","","0.02%"
"17/03/2019","23,199.0","23,201.0","23,221.0","23,177.0","","0.00%"
"10/03/2019","23,198.0","23,196.0","23,206.5","23,196.0","","0.00%"
"03/03/2019","23,199.0","23,199.0","23,203.0","23,196.0","","-0.01%"
"24/02/2019","23,202.0","23,223.0","23,223.5","23,170.0","","-0.03%"
"17/02/2019","23,209.0","23,199.5","23,257.0","23,170.5","","0.03%"
"10/02/2019","23,201.0","23,200.0","23,220.0","23,193.5","","-0.03%"
"03/02/2019","23,207.5","23,207.5","23,207.5","23,207.5","","0.03%"
"27/01/2019","23,200.0","23,191.0","23,220.0","23,171.0","","0.03%"
"20/01/2019","23,192.0","23,197.0","23,202.5","23,190.0","","-0.02%"
"13/01/2019","23,197.0","23,197.0","23,204.0","23,196.0","","0.00%"
"06/01/2019","23,198.0","23,198.5","23,204.0","23,192.5","","0.00%"
"30/12/2018","23,198.0","23,193.5","23,210.0","23,192.5","","0.03%"
"23/12/2018","23,190.0","23,281.0","23,290.0","23,185.0","","-0.40%"
"16/12/2018","23,282.0","23,285.0","23,341.5","23,278.0","","-0.02%"
"09/12/2018","23,287.0","23,317.0","23,347.5","23,281.5","","-0.10%"
"02/12/2018","23,310.0","23,313.5","23,351.0","23,284.0","","-0.02%"
"25/11/2018","23,315.0","23,346.0","23,360.0","23,312.5","","-0.19%"
"18/11/2018","23,360.0","23,311.5","23,362.5","23,304.5","","0.23%"
"11/11/2018","23,306.0","23,314.0","23,347.5","23,280.0","","0.07%"
"04/11/2018","23,290.0","23,325.5","23,333.0","23,295.0","","-0.17%"
"28/10/2018","23,330.0","23,350.0","23,353.0","23,317.5","","-0.11%"
"21/10/2018","23,355.0","23,351.5","23,357.0","23,345.0","","0.02%"
"14/10/2018","23,351.0","23,353.0","23,353.5","23,311.5","","0.03%"
"07/10/2018","23,343.0","23,347.5","23,358.5","23,311.5","","0.06%"
"30/09/2018","23,330.0","23,324.0","23,352.5","23,311.5","","0.02%"
"23/09/2018","23,325.0","23,337.5","23,350.5","23,322.5","","-0.03%"
"16/09/2018","23,332.0","23,247.5","23,341.5","23,247.5","","0.37%"
"09/09/2018","23,247.0","23,310.5","23,312.5","23,238.5","","-0.24%"
"02/09/2018","23,302.0","23,302.5","23,332.5","23,284.0","","0.00%"
"26/08/2018","23,303.0","23,305.0","23,312.5","23,270.0","","0.01%"
"19/08/2018","23,300.0","23,274.0","23,320.0","23,246.5","","0.03%"
"12/08/2018","23,293.0","23,315.0","23,320.5","23,286.5","","0.08%"
"05/08/2018","23,275.0","23,310.5","23,312.5","23,271.0","","-0.12%"
"29/07/2018","23,304.0","23,259.5","23,307.5","23,250.0","","0.32%"
"22/07/2018","23,230.0","23,205.0","23,255.0","23,175.0","","0.77%"
"15/07/2018","23,053.0","23,050.0","23,057.5","23,046.5","","0.01%"
"08/07/2018","23,050.0","23,040.5","23,051.0","23,038.5","","0.07%"
"01/07/2018","23,035.0","22,965.0","23,046.0","22,954.5","","0.34%"
"24/06/2018","22,956.0","22,892.5","22,967.5","22,887.5","","0.28%"
"17/06/2018","22,891.0","22,816.5","22,896.5","22,816.5","","0.33%"
"10/06/2018","22,815.0","22,815.5","22,819.5","22,805.5","","0.11%"
"03/06/2018","22,790.0","22,792.0","22,829.5","22,792.0","","-0.03%"
"27/05/2018","22,796.0","22,812.0","22,875.5","22,770.0","","0.12%"
"20/05/2018","22,769.0","22,767.0","22,783.0","22,765.0","","-0.07%"
"13/05/2018","22,785.0","22,767.0","22,786.0","22,766.0","","0.07%"
"06/05/2018","22,769.0","22,762.5","22,790.5","22,762.5","","0.01%"
"29/04/2018","22,767.0","22,763.5","22,772.0","22,760.0","","0.02%"
"22/04/2018","22,763.0","22,771.0","22,773.0","22,760.5","","-0.04%"
"15/04/2018","22,771.0","22,786.5","22,788.0","22,767.0","","-0.06%"
"08/04/2018","22,784.0","22,789.5","22,812.5","22,783.5","","-0.07%"
"01/04/2018","22,800.0","22,788.5","22,817.5","22,782.0","","0.03%"
"25/03/2018","22,793.0","22,797.5","22,822.0","22,787.5","","-0.04%"
"18/03/2018","22,802.0","22,766.0","22,803.5","22,763.5","","0.17%"
"11/03/2018","22,764.0","22,761.5","22,772.0","22,755.0","","0.02%"
"04/03/2018","22,760.0","22,764.0","22,773.0","22,755.5","","0.00%"
"25/02/2018","22,760.0","22,740.5","22,764.5","22,736.5","","0.09%"
"18/02/2018","22,740.0","22,698.0","22,742.5","22,692.5","","0.20%"
"11/02/2018","22,695.0","22,692.0","22,720.0","22,689.5","","0.02%"
"04/02/2018","22,690.0","22,709.5","22,729.0","22,683.5","","-0.08%"
"28/01/2018","22,709.0","22,709.4","22,715.5","22,702.5","","0.00%"
"21/01/2018","22,710.0","22,709.0","22,718.0","22,702.5","","0.04%"
"14/01/2018","22,700.0","22,708.5","22,729.0","22,704.4","","-0.04%"
"07/01/2018","22,708.0","22,709.0","22,718.5","22,702.0","","0.00%"
"31/12/2017","22,709.0","22,709.5","22,718.5","22,704.5","","0.04%"
"24/12/2017","22,700.0","22,710.5","22,716.0","22,697.5","","0.00%"
"17/12/2017","22,701.0","22,717.5","22,721.5","22,706.0","","0.00%"
"10/12/2017","22,700.0","22,711.5","22,729.0","22,705.5","","-0.04%"
"03/12/2017","22,710.0","22,715.5","22,727.5","22,705.5","","0.04%"
"26/11/2017","22,700.0","22,725.5","22,729.0","22,707.5","","-0.07%"
"19/11/2017","22,715.0","22,729.0","22,732.0","22,705.0","","0.01%"
"12/11/2017","22,712.0","22,713.5","22,717.0","22,698.0","","0.05%"
"05/11/2017","22,701.0","22,713.0","22,720.0","22,703.5","","0.00%"
"29/10/2017","22,700.0","22,716.5","22,725.5","22,706.0","","0.00%"
"22/10/2017","22,700.0","22,718.0","22,735.0","22,708.5","","-0.08%"
"15/10/2017","22,718.0","22,719.0","22,727.5","22,708.5","","0.04%"
"08/10/2017","22,710.0","22,728.5","22,734.0","22,713.0","","-0.02%"
"01/10/2017","22,715.0","22,726.0","22,737.0","22,720.5","","-0.02%"
"24/09/2017","22,720.0","22,736.0","22,740.5","22,720.5","","0.02%"
"17/09/2017","22,715.0","22,725.0","22,739.5","22,720.5","","0.00%"
"10/09/2017","22,715.0","22,725.5","22,734.5","22,718.0","","-0.04%"
"03/09/2017","22,725.0","22,728.0","22,733.0","22,723.0","","0.00%"
"27/08/2017","22,725.0","22,732.5","22,741.0","22,722.5","","-0.03%"
"20/08/2017","22,732.0","22,728.0","22,741.5","22,724.0","","0.02%"
"13/08/2017","22,728.0","22,731.0","22,732.5","22,725.5","","0.00%"
"06/08/2017","22,727.0","22,735.0","22,740.0","22,726.5","","-0.04%"
"30/07/2017","22,735.0","22,741.0","22,746.0","22,700.0","","0.03%"
"23/07/2017","22,728.5","22,700.5","22,735.5","22,700.5","","0.02%"
"16/07/2017","22,725.0","22,750.0","22,760.0","22,715.0","","0.00%"
"09/07/2017","22,725.0","22,762.0","22,777.0","22,710.0","","0.00%"
"02/07/2017","22,725.0","22,720.0","22,764.0","22,719.0","","0.00%"
"25/06/2017","22,725.0","22,715.0","22,770.0","22,714.0","","0.00%"
"18/06/2017","22,725.0","22,685.0","22,741.0","22,665.0","","0.15%"
"11/06/2017","22,690.0","22,655.0","22,715.0","22,655.0","","0.01%"
"04/06/2017","22,687.5","22,712.5","22,733.5","22,662.5","","-0.12%"
"28/05/2017","22,715.0","22,740.0","22,781.0","22,675.0","","-0.04%"
"21/05/2017","22,725.0","22,745.0","22,775.0","22,650.0","","0.33%"
"14/05/2017","22,650.0","22,740.0","22,770.0","22,650.0","","-0.18%"
"07/05/2017","22,691.0","22,741.0","22,741.0","22,655.0","","-0.18%"
"30/04/2017","22,732.5","22,722.5","22,750.5","22,699.5","","-0.05%"
"23/04/2017","22,743.5","22,718.5","22,763.5","22,669.5","","0.09%"
"16/04/2017","22,722.5","22,732.5","22,847.5","22,722.5","","-0.29%"
"09/04/2017","22,787.5","22,704.5","22,787.5","22,627.5","","0.47%"
"02/04/2017","22,680.0","22,835.0","22,859.0","22,675.0","","-0.33%"
"26/03/2017","22,755.0","22,778.0","22,790.0","22,725.0","","-0.14%"
"19/03/2017","22,787.5","22,792.5","22,822.5","22,732.5","","0.02%"
"12/03/2017","22,783.5","22,761.5","22,833.5","22,721.5","","-0.07%"
"05/03/2017","22,800.0","22,878.0","22,880.0","22,752.0","","-0.19%"
"26/02/2017","22,842.5","22,792.5","22,842.5","22,722.5","","0.12%"
"19/02/2017","22,816.0","22,761.0","22,846.0","22,751.0","","0.09%"
"12/02/2017","22,795.0","22,655.0","22,820.0","22,580.0","","0.66%"
"05/02/2017","22,645.0","22,625.0","22,685.0","22,550.0","","0.09%"
"29/01/2017","22,625.0","22,580.0","22,650.0","22,560.0","","0.14%"
"22/01/2017","22,592.5","22,567.5","22,597.5","22,522.5","","0.10%"
"15/01/2017","22,571.0","22,521.0","22,574.0","22,521.0","","0.00%"
"08/01/2017","22,570.0","22,544.0","22,610.0","22,510.0","","0.03%"
"01/01/2017","22,562.5","22,752.5","22,772.5","22,532.5","","-0.92%"
"25/12/2016","22,771.0","22,760.0","22,779.0","22,701.0","","0.05%"
"18/12/2016","22,759.5","22,762.5","22,772.5","22,714.5","","0.04%"
"11/12/2016","22,750.0","22,615.0","22,760.0","22,595.0","","0.70%"
"04/12/2016","22,592.5","22,707.5","22,737.5","22,557.5","","-0.45%"
"27/11/2016","22,695.0","22,750.0","22,775.0","22,655.0","","-0.24%"
"20/11/2016","22,748.5","22,563.5","22,788.5","22,501.5","","1.15%"
"13/11/2016","22,490.0","22,334.0","22,604.0","22,302.0","","0.72%"
"06/11/2016","22,330.0","22,315.0","22,346.0","22,278.0","","0.06%"
"30/10/2016","22,316.5","22,369.5","22,376.5","22,316.5","","-0.01%"
"23/10/2016","22,318.5","22,315.5","22,371.5","22,300.5","","0.02%"
"16/10/2016","22,314.0","22,316.0","22,361.0","22,294.0","","0.06%"
"09/10/2016","22,301.5","22,348.5","22,352.5","22,293.5","","0.02%"
"02/10/2016","22,296.0","22,347.0","22,350.0","22,296.0","","0.00%"
"25/09/2016","22,295.5","22,334.5","22,334.5","22,274.5","","-0.03%"
"18/09/2016","22,301.5","22,313.5","22,344.5","22,272.5","","-0.08%"
"11/09/2016","22,319.0","22,332.0","22,342.0","22,257.0","","0.08%"
"04/09/2016","22,300.5","22,328.5","22,328.5","22,271.5","","0.08%"
"28/08/2016","22,283.5","22,332.5","22,342.5","22,280.5","","-0.16%"
"21/08/2016","22,320.0","22,307.0","22,343.0","22,263.0","","0.12%"
"14/08/2016","22,293.5","22,344.5","22,347.0","22,293.5","","-0.03%"
"07/08/2016","22,301.0","22,304.0","22,304.0","22,237.0","","-0.01%"
"31/07/2016","22,302.5","22,267.5","22,309.5","22,219.5","","0.01%"
"24/07/2016","22,299.5","22,330.5","22,331.5","22,296.5","","0.02%"
"17/07/2016","22,295.0","22,308.0","22,318.0","22,261.0","","-0.09%"
"10/07/2016","22,314.0","22,334.0","22,358.0","22,274.0","","0.11%"
"03/07/2016","22,290.5","22,320.5","22,321.5","22,290.5","","-0.14%"
"26/06/2016","22,322.5","22,342.5","22,389.5","22,299.5","","-0.04%"
"19/06/2016","22,331.0","22,342.0","22,413.0","22,300.0","","-0.33%"
"12/06/2016","22,404.0","22,402.0","22,470.0","22,344.0","","0.31%"
"05/06/2016","22,335.0","22,380.0","22,480.0","22,303.0","","-0.44%"
"29/05/2016","22,434.0","22,446.0","22,511.0","22,406.0","","0.23%"
"22/05/2016","22,383.0","22,329.0","22,405.0","22,289.0","","0.29%"
"15/05/2016","22,317.5","22,317.5","22,332.5","22,236.5","","0.00%"
"08/05/2016","22,317.5","22,292.5","22,325.5","22,248.5","","0.20%"
"01/05/2016","22,272.5","22,316.5","22,325.5","22,253.5","","-0.07%"
"24/04/2016","22,288.0","22,334.0","22,347.0","22,288.0","","0.04%"
"17/04/2016","22,279.0","22,295.0","22,322.0","22,273.0","","-0.27%"
"10/04/2016","22,339.0","22,347.0","22,383.0","22,285.0","","0.20%"
"03/04/2016","22,294.5","22,265.5","22,310.5","22,265.5","","-0.15%"
"27/03/2016","22,329.0","22,358.0","22,402.0","22,285.0","","0.12%"
"20/03/2016","22,302.5","22,293.5","22,377.5","22,252.5","","0.00%"
"13/03/2016","22,303.0","22,322.0","22,329.0","22,252.0","","0.10%"
"06/03/2016","22,281.5","22,331.5","22,403.5","22,262.5","","0.02%"
"28/02/2016","22,277.5","22,432.5","22,432.5","22,277.5","","-0.18%"
"21/02/2016","22,317.5","22,381.5","22,408.5","22,238.5","","-0.14%"
"14/02/2016","22,348.5","22,330.5","22,418.5","22,303.5","","0.18%"
"07/02/2016","22,308.0","22,298.0","22,330.0","22,254.0","","0.10%"
"31/01/2016","22,286.0","22,245.0","22,365.0","22,245.0","","0.20%"
"24/01/2016","22,241.0","22,472.0","22,516.0","22,214.0","","-0.95%"
"17/01/2016","22,455.0","22,492.0","22,499.0","22,399.0","","0.17%"
"10/01/2016","22,416.5","22,475.5","22,501.5","22,371.5","","-0.22%"
"03/01/2016","22,465.0","22,524.0","22,544.0","22,445.0","","-0.09%"
"27/12/2015","22,485.0","22,480.0","22,550.0","22,411.0","","-0.26%"
"20/12/2015","22,543.5","22,543.5","22,549.5","22,438.5","","0.09%"
"13/12/2015","22,523.5","22,510.5","22,587.5","22,510.5","","0.10%"
"06/12/2015","22,500.0","22,487.0","22,500.0","22,445.0","","0.09%"
"29/11/2015","22,480.0","22,497.0","22,513.0","22,460.0","","-0.02%"
"22/11/2015","22,485.0","22,426.0","22,525.0","22,426.0","","0.06%"
"15/11/2015","22,472.5","22,423.5","22,481.5","22,422.5","","0.25%"
"08/11/2015","22,417.5","22,341.5","22,422.5","22,341.5","","0.24%"
"01/11/2015","22,364.0","22,323.0","22,364.0","22,288.0","","0.13%"
"25/10/2015","22,335.5","22,339.5","22,410.5","22,306.5","","-0.27%"
"18/10/2015","22,395.0","22,286.0","22,399.0","22,271.0","","0.51%"
"11/10/2015","22,281.0","22,145.0","22,455.0","22,145.0","","0.19%"
"04/10/2015","22,238.5","22,522.5","22,527.5","22,145.5","","-1.06%"
"27/09/2015","22,477.5","22,496.5","22,502.5","22,447.5","","-0.18%"
"20/09/2015","22,519.0","22,521.0","22,542.0","22,488.0","","0.04%"
"13/09/2015","22,509.5","22,527.5","22,583.5","22,470.5","","-0.16%"
"06/09/2015","22,544.5","22,481.5","22,550.5","22,464.5","","0.32%"
"30/08/2015","22,472.5","22,469.5","22,497.5","22,442.5","","0.04%"
"23/08/2015","22,462.5","22,472.5","22,548.5","22,442.5","","-0.25%"
"16/08/2015","22,518.5","22,115.5","22,520.5","22,110.5","","1.88%"
"09/08/2015","22,103.0","21,821.0","22,111.0","21,808.0","","1.32%"
"02/08/2015","21,815.0","21,824.0","21,829.0","21,779.0","","-0.01%"
"26/07/2015","21,818.0","21,819.0","21,825.0","21,790.0","","-0.03%"
"19/07/2015","21,825.0","21,832.0","21,838.0","21,823.0","","0.03%"
"12/07/2015","21,818.0","21,819.0","21,826.0","21,794.0","","0.04%"
"05/07/2015","21,810.0","21,837.0","21,843.0","21,737.0","","0.02%"
"28/06/2015","21,805.0","21,840.0","21,844.0","21,775.0","","-0.15%"
"21/06/2015","21,838.5","21,803.5","21,849.5","21,758.5","","0.15%"
"14/06/2015","21,805.0","21,765.0","21,830.0","21,755.0","","0.02%"
"07/06/2015","21,800.0","21,820.0","21,857.0","21,750.0","","-0.06%"
"31/05/2015","21,812.5","21,807.5","21,844.5","21,727.5","","-0.01%"
"24/05/2015","21,815.0","21,810.0","21,860.0","21,730.0","","0.05%"
"17/05/2015","21,805.0","21,675.0","21,850.0","21,675.0","","0.18%"
"10/05/2015","21,765.0","21,630.0","21,810.0","21,630.0","","0.39%"
"03/05/2015","21,680.0","21,580.0","21,725.0","21,550.0","","0.42%"
"26/04/2015","21,590.0","21,635.0","21,635.0","21,590.0","","-0.02%"
"19/04/2015","21,595.0","21,590.0","21,630.0","21,530.0","","0.02%"
"12/04/2015","21,590.0","21,600.0","21,640.0","21,530.0","","-0.07%"
"05/04/2015","21,605.0","21,585.0","21,645.0","21,495.0","","0.05%"
"29/03/2015","21,595.0","21,530.0","21,625.0","21,500.0","","0.28%"
"22/03/2015","21,535.0","21,475.0","21,565.0","21,444.0","","0.19%"
"15/03/2015","21,495.0","21,380.0","21,520.0","21,370.0","","0.49%"
"08/03/2015","21,390.0","21,350.0","21,390.0","21,345.0","","0.19%"
"01/03/2015","21,350.0","21,350.0","21,400.0","21,310.0","","0.01%"
"22/02/2015","21,347.5","21,342.5","21,396.5","21,317.5","","0.08%"
"15/02/2015","21,330.0","21,330.0","21,330.0","21,330.0","","0.00%"
"08/02/2015","21,330.0","21,340.0","21,370.0","21,144.0","","0.23%"
"01/02/2015","21,282.0","21,360.0","21,408.0","21,235.0","","-0.16%"
"25/01/2015","21,317.0","21,370.0","21,390.0","21,279.0","","-0.15%"
"18/01/2015","21,350.0","21,350.0","21,380.0","21,340.0","","0.05%"
"11/01/2015","21,340.0","21,365.0","21,385.0","21,335.0","","-0.14%"
"04/01/2015","21,370.0","21,415.0","21,480.0","21,340.0","","-0.08%"
"28/12/2014","21,387.5","21,387.5","21,412.5","21,317.5","","0.00%"
"21/12/2014","21,387.5","21,387.5","21,407.5","21,337.5","","0.06%"
"14/12/2014","21,375.0","21,375.0","21,405.0","21,315.0","","-0.06%"
"07/12/2014","21,387.5","21,327.5","21,407.5","21,317.5","","0.25%"
"30/11/2014","21,335.0","21,415.0","21,440.0","21,325.0","","-0.08%"
"23/11/2014","21,352.5","21,372.5","21,457.5","21,337.5","","-0.11%"
"16/11/2014","21,375.0","21,320.0","21,430.0","21,300.0","","0.23%"
"09/11/2014","21,325.0","21,255.0","21,345.0","21,220.0","","0.14%"
"02/11/2014","21,295.0","21,265.0","21,315.0","21,210.0","","0.07%"
"26/10/2014","21,280.0","21,275.0","21,295.0","21,210.0","","0.02%"
"19/10/2014","21,275.0","21,245.0","21,285.0","21,210.0","","0.14%"
"12/10/2014","21,245.0","21,245.0","21,265.0","21,205.0","","0.11%"
"05/10/2014","21,222.5","21,257.5","21,277.5","21,162.5","","-0.12%"
"28/09/2014","21,247.5","21,247.5","21,332.5","21,237.5","","0.14%"
"21/09/2014","21,217.5","21,207.5","21,242.5","21,187.5","","0.06%"
"14/09/2014","21,205.0","21,195.0","21,225.0","21,180.0","","0.04%"
"07/09/2014","21,197.5","21,197.5","21,227.5","21,187.5","","0.01%"
"31/08/2014","21,195.0","21,195.0","21,225.0","21,185.0","","0.00%"
"24/08/2014","21,195.0","21,195.0","21,225.0","21,170.0","","-0.01%"
"17/08/2014","21,197.5","21,202.5","21,212.5","21,172.5","","-0.01%"
"10/08/2014","21,200.0","21,205.0","21,215.0","21,170.0","","-0.09%"
"03/08/2014","21,220.0","21,230.0","21,250.0","21,180.0","","0.03%"
"27/07/2014","21,214.0","21,214.0","21,244.0","21,204.0","","-0.06%"
"20/07/2014","21,227.5","21,212.5","21,247.5","21,207.5","","0.06%"
"13/07/2014","21,215.0","21,200.0","21,230.0","21,180.0","","0.07%"
"06/07/2014","21,200.0","21,290.0","21,310.0","21,180.0","","-0.42%"
"29/06/2014","21,290.0","21,330.0","21,355.0","21,280.0","","-0.19%"
"22/06/2014","21,330.0","21,310.0","21,360.0","21,270.0","","0.09%"
"15/06/2014","21,310.0","21,210.0","21,370.0","21,140.0","","0.41%"
"08/06/2014","21,222.5","21,182.5","21,247.5","21,132.5","","0.18%"
"01/06/2014","21,185.0","21,155.0","21,235.0","21,105.0","","0.13%"
"25/05/2014","21,157.5","21,142.5","21,172.5","21,102.5","","0.05%"
"18/05/2014","21,147.5","21,157.5","21,162.5","21,082.5","","-0.08%"
"11/05/2014","21,165.0","21,100.0","21,165.0","21,095.0","","0.31%"
"04/05/2014","21,100.0","21,090.0","21,115.0","21,085.0","","0.08%"
"27/04/2014","21,082.5","21,112.5","21,132.5","21,082.5","","-0.08%"
"20/04/2014","21,100.0","21,100.0","21,150.0","21,090.0","","0.01%"
"13/04/2014","21,097.5","21,092.5","21,172.5","21,092.5","","0.00%"
"06/04/2014","21,097.2","21,072.8","21,097.2","21,072.8","","0.02%"
"30/03/2014","21,092.5","21,107.5","21,117.5","21,082.5","","-0.07%"
"23/03/2014","21,107.5","21,097.5","21,112.5","21,082.5","","0.05%"
"16/03/2014","21,097.5","21,102.5","21,112.5","21,082.5","","-0.01%"
"09/03/2014","21,100.0","21,090.0","21,110.0","21,080.0","","0.00%"
"02/03/2014","21,100.0","21,095.0","21,105.0","21,080.0","","0.00%"
"23/02/2014","21,100.0","21,105.0","21,105.0","21,080.0","","-0.02%"
"16/02/2014","21,105.0","21,095.0","21,110.0","21,090.0","","0.02%"
"09/02/2014","21,100.0","21,115.0","21,120.0","21,090.0","","-0.02%"
"02/02/2014","21,105.0","21,095.0","21,110.0","21,070.0","","0.21%"
"26/01/2014","21,060.0","21,060.0","21,075.0","21,060.0","","-0.12%"
"19/01/2014","21,085.0","21,095.0","21,105.0","21,075.0","","-0.02%"
"12/01/2014","21,090.0","21,090.0","21,100.0","21,080.0","","0.00%"
"05/01/2014","21,091.0","21,089.0","21,099.0","21,079.0","","-0.02%"
"29/12/2013","21,095.0","21,095.0","21,110.0","21,080.0","","0.00%"
"22/12/2013","21,095.0","21,100.0","21,115.0","21,085.0","","-0.09%"
"15/12/2013","21,115.0","21,120.0","21,130.0","21,090.0","","0.03%"
"08/12/2013","21,108.5","21,131.5","21,141.5","21,076.5","","-0.15%"
"01/12/2013","21,140.0","21,090.0","21,160.0","21,080.0","","0.09%"
"24/11/2013","21,120.0","21,110.0","21,130.0","21,090.0","","0.09%"
"17/11/2013","21,100.0","21,100.0","21,107.0","21,080.0","","0.00%"
"10/11/2013","21,100.0","21,100.0","21,110.0","21,080.0","","0.00%"
"03/11/2013","21,100.0","21,090.0","21,110.0","21,070.0","","0.00%"
"27/10/2013","21,100.0","21,095.0","21,105.0","21,080.0","","0.01%"
"20/10/2013","21,097.5","21,107.5","21,107.5","21,077.5","","-0.08%"
"13/10/2013","21,115.0","21,105.0","21,125.0","21,085.0","","0.07%"
"06/10/2013","21,100.0","21,110.0","21,115.0","21,085.0","","-0.09%"
"29/09/2013","21,120.0","21,115.0","21,143.0","21,090.0","","0.03%"
"22/09/2013","21,113.5","21,091.5","21,113.5","21,061.5","","0.02%"
"15/09/2013","21,110.0","21,120.0","21,140.0","21,090.0","","-0.02%"
"08/09/2013","21,115.0","21,100.0","21,145.0","21,070.0","","-0.19%"
"01/09/2013","21,155.0","21,120.0","21,175.0","21,100.0","","0.00%"
"25/08/2013","21,155.0","21,100.0","21,235.0","21,060.0","","-0.02%"
"18/08/2013","21,160.0","21,075.0","21,240.0","21,050.0","","0.30%"
"11/08/2013","21,097.5","21,070.0","21,102.5","21,060.0","","-0.01%"
"04/08/2013","21,100.0","21,090.0","21,140.0","21,010.0","","-0.17%"
"28/07/2013","21,135.0","21,190.0","21,225.0","21,090.0","","-0.37%"
"21/07/2013","21,213.0","21,200.0","21,263.0","21,180.0","","-0.05%"
"14/07/2013","21,223.0","21,210.0","21,263.0","21,180.0","","0.00%"
"07/07/2013","21,223.0","21,230.0","21,263.0","21,170.0","","-0.07%"
"30/06/2013","21,238.0","21,135.0","21,248.0","21,130.0","","0.16%"
"23/06/2013","21,205.0","21,035.0","21,261.0","20,970.0","","0.81%"
"16/06/2013","21,035.5","21,035.0","21,035.5","20,970.0","","0.15%"
"09/06/2013","21,003.0","20,995.0","21,068.0","20,970.0","","-0.07%"
"02/06/2013","21,018.0","20,985.0","21,038.0","20,936.0","","0.02%"
"26/05/2013","21,013.0","20,970.0","21,023.0","20,910.0","","0.21%"
"19/05/2013","20,970.0","20,955.0","21,060.0","20,900.0","","-0.07%"
"12/05/2013","20,985.0","20,920.0","21,005.0","20,900.0","","0.21%"
"05/05/2013","20,940.0","20,910.0","20,940.0","20,900.0","","0.00%"
"28/04/2013","20,940.0","20,915.0","20,945.0","20,900.0","","0.48%"
"21/04/2013","20,840.0","20,880.0","20,960.0","20,810.0","","-0.28%"
"14/04/2013","20,897.5","20,835.0","20,937.5","20,790.0","","0.20%"
"07/04/2013","20,855.0","20,900.0","20,945.0","20,820.0","","-0.33%"
"31/03/2013","20,925.0","20,920.0","20,950.0","20,840.0","","-0.12%"
"24/03/2013","20,950.0","20,925.0","20,955.0","20,840.0","","0.05%"
"17/03/2013","20,940.0","20,930.0","20,967.0","20,840.0","","-0.05%"
"10/03/2013","20,950.0","20,915.0","20,960.0","20,840.0","","0.07%"
"03/03/2013","20,935.0","20,900.0","20,995.0","20,840.0","","0.05%"
"24/02/2013","20,925.0","20,850.0","20,955.0","20,800.0","","0.17%"
"17/02/2013","20,890.0","20,820.0","20,920.0","20,790.0","","0.22%"
"10/02/2013","20,845.0","20,820.0","20,845.0","20,820.0","","0.00%"
"03/02/2013","20,845.0","20,820.0","20,865.0","20,770.0","","0.06%"
"27/01/2013","20,832.5","20,830.0","20,867.5","20,795.0","","-0.04%"
"20/01/2013","20,840.0","20,825.0","20,866.0","20,795.0","","-0.02%"
"13/01/2013","20,845.0","20,825.0","20,871.0","20,795.0","","-0.02%"
"06/01/2013","20,850.0","20,820.0","20,890.0","20,800.0","","0.04%"
"30/12/2012","20,842.5","20,815.0","20,852.5","20,795.0","","0.01%"
"23/12/2012","20,840.0","20,835.0","20,865.0","20,795.0","","-0.07%"
"16/12/2012","20,855.0","20,825.0","20,865.0","20,800.0","","0.07%"
"09/12/2012","20,840.0","20,825.0","20,867.0","20,800.0","","0.00%"
"02/12/2012","20,840.0","20,830.0","20,865.0","20,800.0","","-0.05%"
"25/11/2012","20,850.0","20,840.0","20,855.0","20,800.0","","-0.07%"
"18/11/2012","20,865.0","20,840.0","20,870.0","20,790.0","","0.07%"
"11/11/2012","20,850.0","20,830.0","20,895.0","20,790.0","","0.05%"
